date,onboarding_time_hours,adherence_rate,churn_risk_score,sop_error_rate,assessment_pass_rate
2026-06-28 09:00:50.536294,50.483570765056164,0.9019488016331181,0.1260412881077355,0.0819415509869608,0.7816412778817219
2026-06-29 09:00:50.536294,47.308678494144075,0.9755683455352682,0.14071705116680913,0.09937289981065779,0.7136245018082105
2026-06-30 09:00:50.536294,51.23844269050346,0.919595083257862,0.09468325129969858,0.06595893812245296,0.8061117724374439
2026-07-01 09:00:50.536294,55.61514928204013,0.888268672131323,0.09018966879596646,0.07344675706804464,0.6939259574883088
2026-07-02 09:00:50.536294,46.82923312638332,0.9446763473630957,0.1906262911197099,0.07215783693735685,0.7734742837520108
2026-07-03 09:00:50.536294,46.8293152152541,0.8833746905008694,0.21781200142854112,0.05072970103735763,0.8376182250323991
2026-07-04 09:00:50.536294,55.896064077536955,0.9262659078501427,0.1463994939209833,0.08592240554129152,0.7103785469947724
2026-07-05 09:00:50.536294,51.837173645764544,0.8612098962836068,0.2001766448946012,0.08522110544359779,0.7273480908158891
2026-07-06 09:00:50.536294,45.65262807032524,0.8801544185330471,0.1680818012523817,0.08010226913284922,0.7539860546035057
2026-07-07 09:00:50.536294,50.712800217929825,0.9259058370760738,0.11774401226974378,0.07530825733249706,0.729860973835352
2026-07-08 09:00:50.536294,45.68291153593769,0.9421539973998624,0.1680697802754207,0.051692585158991715,0.6879734627573547
2026-07-09 09:00:50.536294,45.671351232148716,0.9251410484356991,0.22690182832329847,0.07158709354469282,0.7527425189922411
2026-07-10 09:00:50.536294,49.20981135783017,0.9165305515283528,0.14820869804450243,0.07314570966946461,0.7075078514509558
2026-07-11 09:00:50.536294,38.43359877671101,0.9109668891323214,0.22823218279070032,0.06395445461556762,0.7689436972254072
2026-07-12 09:00:50.536294,39.375410837434835,0.8756443402889772,0.019012744795512765,0.07677428576667981,0.7132230306306478
2026-07-13 09:00:50.536294,45.188562353795135,0.8984046737481588,0.19109512521876118,0.08808101713629077,0.8119973762007016
2026-07-14 09:00:50.536294,42.93584439832788,0.9061808368712064,0.15435235341190856,0.11772371802421061,0.7186698683065506
2026-07-15 09:00:50.536294,49.57123666297637,0.9517136667865675,0.13504963247670662,0.08349155625663678,0.7371175393517729
2026-07-16 09:00:50.536294,43.45987962239394,0.9303085486870539,0.1545880388267751,0.08515100781445528,0.7825406886947868
2026-07-17 09:00:50.536294,40.93848149332354,0.867108795339118,0.05062155426995535,0.07851108168467666,0.7007654273426418
2026-07-18 09:00:50.536294,55.32824384460777,0.9297225190818439,0.1390164056081244,0.04162457569401917,0.7590983973841652
2026-07-19 09:00:50.536294,46.87111849756732,0.9084475315875106,0.1678556285755873,0.07946972249101567,0.8022857101712971
2026-07-20 09:00:50.536294,48.337641023439616,0.8996923399908213,0.2238947022370758,0.08120460419882053,0.6857006706175509
2026-07-21 09:00:50.536294,40.87625906893272,0.9383502886652261,0.12408648908631763,0.12926484224970572,0.7573853543412922
2026-07-22 09:00:50.536294,45.27808637737409,0.9509299856748785,0.10957531985534061,0.07615278070437755,0.7603953117699369
2026-07-23 09:00:50.536294,48.554612948549334,0.947938403573486,0.12491214782077317,0.08603094684667226,0.7812729148710924
2026-07-24 09:00:50.536294,42.24503211288849,0.8948234743033209,0.1957701058851037,0.07930576460589514,0.7005219715648767
2026-07-25 09:00:50.536294,49.87849009172836,0.9107236287244636,0.16643755548298422,0.056626439247609364,0.697181735476629
2026-07-26 09:00:50.536294,44.99680655040598,0.929937902942107,0.12351198981164806,0.10285645629030041,0.7708776626246759
2026-07-27 09:00:50.536294,46.54153125103362,0.9492663538136709,0.1756633716556678,0.09503866065373548,0.7618793869293274
